t,y
1.77700000e+00,2.56530000e+00
1.77800000e+00,2.56607890e+00
1.77900000e+00,2.56685790e+00
1.78000000e+00,2.56763702e+00
1.78100000e+00,2.56841625e+00
1.78200000e+00,2.56919559e+00
1.78300000e+00,2.56997503e+00
1.78400000e+00,2.57075459e+00
1.78500000e+00,2.57153426e+00
1.78600000e+00,2.57231403e+00
1.78700000e+00,2.57309392e+00
1.78800000e+00,2.57387392e+00
1.78900000e+00,2.57465402e+00
1.79000000e+00,2.57543424e+00
1.79100000e+00,2.57621456e+00
1.79200000e+00,2.57699500e+00
1.79300000e+00,2.57777554e+00
1.79400000e+00,2.57855619e+00
1.79500000e+00,2.57933696e+00
1.79600000e+00,2.58011783e+00
1.79700000e+00,2.58089881e+00
1.79800000e+00,2.58167989e+00
1.79900000e+00,2.58246109e+00
1.80000000e+00,2.58324240e+00
1.80100000e+00,2.58402381e+00
1.80200000e+00,2.58480534e+00
1.80300000e+00,2.58558697e+00
1.80400000e+00,2.58636871e+00
1.80500000e+00,2.58715056e+00
1.80600000e+00,2.58793252e+00
1.80700000e+00,2.58871458e+00
1.80800000e+00,2.58949676e+00
1.80900000e+00,2.59027904e+00
1.81000000e+00,2.59106143e+00
1.81100000e+00,2.59184393e+00
1.81200000e+00,2.59262654e+00
1.81300000e+00,2.59340925e+00
1.81400000e+00,2.59419207e+00
1.81500000e+00,2.59497500e+00
1.81600000e+00,2.59575804e+00
1.81700000e+00,2.59654118e+00
1.81800000e+00,2.59732444e+00
1.81900000e+00,2.59810780e+00
1.82000000e+00,2.59889126e+00
1.82100000e+00,2.59967484e+00
1.82200000e+00,2.60045852e+00
1.82300000e+00,2.60124231e+00
1.82400000e+00,2.60202621e+00
1.82500000e+00,2.60281021e+00
1.82600000e+00,2.60359432e+00
1.82700000e+00,2.60437854e+00
1.82800000e+00,2.60516286e+00
1.82900000e+00,2.60594729e+00
1.83000000e+00,2.60673183e+00
1.83100000e+00,2.60751647e+00
1.83200000e+00,2.60830122e+00
1.83300000e+00,2.60908608e+00
1.83400000e+00,2.60987104e+00
1.83500000e+00,2.61065611e+00
1.83600000e+00,2.61144129e+00
1.83700000e+00,2.61222657e+00
1.83800000e+00,2.61301196e+00
1.83900000e+00,2.61379745e+00
1.84000000e+00,2.61458305e+00
1.84100000e+00,2.61536876e+00
1.84200000e+00,2.61615457e+00
1.84300000e+00,2.61694049e+00
1.84400000e+00,2.61772651e+00
1.84500000e+00,2.61851264e+00
1.84600000e+00,2.61929888e+00
1.84700000e+00,2.62008522e+00
1.84800000e+00,2.62087166e+00
1.84900000e+00,2.62165821e+00
1.85000000e+00,2.62244487e+00
1.85100000e+00,2.62323163e+00
1.85200000e+00,2.62401850e+00
1.85300000e+00,2.62480547e+00
1.85400000e+00,2.62559254e+00
1.85500000e+00,2.62637973e+00
1.85600000e+00,2.62716701e+00
1.85700000e+00,2.62795440e+00
1.85800000e+00,2.62874190e+00
1.85900000e+00,2.62952950e+00
1.86000000e+00,2.63031721e+00
1.86100000e+00,2.63110502e+00
1.86200000e+00,2.63189293e+00
1.86300000e+00,2.63268095e+00
1.86400000e+00,2.63346907e+00
1.86500000e+00,2.63425730e+00
1.86600000e+00,2.63504563e+00
1.86700000e+00,2.63583407e+00
1.86800000e+00,2.63662261e+00
1.86900000e+00,2.63741125e+00
1.87000000e+00,2.63820000e+00
1.87100000e+00,2.63898885e+00
1.87200000e+00,2.63977781e+00
1.87300000e+00,2.64056687e+00
1.87400000e+00,2.64135603e+00
1.87500000e+00,2.64214529e+00
1.87600000e+00,2.64293466e+00
1.87700000e+00,2.64372414e+00
1.87800000e+00,2.64451372e+00
1.87900000e+00,2.64530340e+00
1.88000000e+00,2.64609318e+00
1.88100000e+00,2.64688307e+00
1.88200000e+00,2.64767305e+00
1.88300000e+00,2.64846315e+00
1.88400000e+00,2.64925334e+00
1.88500000e+00,2.65004364e+00
1.88600000e+00,2.65083404e+00
1.88700000e+00,2.65162455e+00
1.88800000e+00,2.65241515e+00
1.88900000e+00,2.65320586e+00
1.89000000e+00,2.65399668e+00
1.89100000e+00,2.65478759e+00
1.89200000e+00,2.65557861e+00
1.89300000e+00,2.65636973e+00
1.89400000e+00,2.65716095e+00
1.89500000e+00,2.65795227e+00
1.89600000e+00,2.65874370e+00
1.89700000e+00,2.65953523e+00
1.89800000e+00,2.66032686e+00
1.89900000e+00,2.66111859e+00
1.90000000e+00,2.66191043e+00
1.90100000e+00,2.66270236e+00
1.90200000e+00,2.66349440e+00
1.90300000e+00,2.66428654e+00
1.90400000e+00,2.66507878e+00
1.90500000e+00,2.66587113e+00
1.90600000e+00,2.66666357e+00
1.90700000e+00,2.66745612e+00
1.90800000e+00,2.66824876e+00
1.90900000e+00,2.66904151e+00
1.91000000e+00,2.66983436e+00
1.91100000e+00,2.67062731e+00
1.91200000e+00,2.67142037e+00
1.91300000e+00,2.67221352e+00
1.91400000e+00,2.67300678e+00
1.91500000e+00,2.67380013e+00
1.91600000e+00,2.67459359e+00
1.91700000e+00,2.67538714e+00
1.91800000e+00,2.67618080e+00
1.91900000e+00,2.67697456e+00
1.92000000e+00,2.67776842e+00
1.92100000e+00,2.67856238e+00
1.92200000e+00,2.67935644e+00
1.92300000e+00,2.68015060e+00
1.92400000e+00,2.68094486e+00
1.92500000e+00,2.68173922e+00
1.92600000e+00,2.68253368e+00
1.92700000e+00,2.68332825e+00
1.92800000e+00,2.68412291e+00
1.92900000e+00,2.68491767e+00
1.93000000e+00,2.68571253e+00
1.93100000e+00,2.68650749e+00
1.93200000e+00,2.68730255e+00
1.93300000e+00,2.68809772e+00
1.93400000e+00,2.68889298e+00
1.93500000e+00,2.68968834e+00
1.93600000e+00,2.69048380e+00
1.93700000e+00,2.69127936e+00
1.93800000e+00,2.69207502e+00
1.93900000e+00,2.69287077e+00
1.94000000e+00,2.69366663e+00
1.94100000e+00,2.69446259e+00
1.94200000e+00,2.69525865e+00
1.94300000e+00,2.69605480e+00
1.94400000e+00,2.69685105e+00
1.94500000e+00,2.69764741e+00
1.94600000e+00,2.69844386e+00
1.94700000e+00,2.69924041e+00
1.94800000e+00,2.70003706e+00
1.94900000e+00,2.70083381e+00
1.95000000e+00,2.70163066e+00
1.95100000e+00,2.70242760e+00
1.95200000e+00,2.70322465e+00
1.95300000e+00,2.70402179e+00
1.95400000e+00,2.70481903e+00
1.95500000e+00,2.70561637e+00
1.95600000e+00,2.70641381e+00
1.95700000e+00,2.70721135e+00
1.95800000e+00,2.70800898e+00
1.95900000e+00,2.70880672e+00
1.96000000e+00,2.70960455e+00
1.96100000e+00,2.71040247e+00
1.96200000e+00,2.71120050e+00
1.96300000e+00,2.71199863e+00
1.96400000e+00,2.71279685e+00
1.96500000e+00,2.71359517e+00
1.96600000e+00,2.71439359e+00
1.96700000e+00,2.71519210e+00
1.96800000e+00,2.71599071e+00
1.96900000e+00,2.71678942e+00
1.97000000e+00,2.71758823e+00
1.97100000e+00,2.71838714e+00
1.97200000e+00,2.71918614e+00
1.97300000e+00,2.71998524e+00
1.97400000e+00,2.72078444e+00
1.97500000e+00,2.72158373e+00
1.97600000e+00,2.72238312e+00
1.97700000e+00,2.72318261e+00
1.97800000e+00,2.72398219e+00
1.97900000e+00,2.72478187e+00
1.98000000e+00,2.72558165e+00
1.98100000e+00,2.72638153e+00
1.98200000e+00,2.72718150e+00
1.98300000e+00,2.72798157e+00
1.98400000e+00,2.72878173e+00
1.98500000e+00,2.72958199e+00
1.98600000e+00,2.73038235e+00
1.98700000e+00,2.73118281e+00
1.98800000e+00,2.73198336e+00
1.98900000e+00,2.73278400e+00
1.99000000e+00,2.73358475e+00
1.99100000e+00,2.73438559e+00
1.99200000e+00,2.73518652e+00
1.99300000e+00,2.73598755e+00
1.99400000e+00,2.73678868e+00
1.99500000e+00,2.73758990e+00
1.99600000e+00,2.73839122e+00
1.99700000e+00,2.73919263e+00
1.99800000e+00,2.73999414e+00
1.99900000e+00,2.74079575e+00
2.00000000e+00,2.74159745e+00
